,0.020,0.025,0.030,0.035,0.040,0.045,0.050
0.1112,204347679.08297816,212903144.32660902,222512238.29482502,233382368.2168751,245779201.77966264,260048668.81114903,276649748.10268235
0.1312,167400498.79144883,172703573.880787,178530668.2477277,184963489.67983896,192101664.3391554,200067933.50651318,209015270.305319
0.1512,141819550.51609594,145345843.17265674,149163084.06820774,153308831.0649249,157827397.03616697,162771440.02918327,168204024.81992844
0.1712,123086310.91328803,125551732.8036925,128191759.64384234,131025621.05375355,134075477.99795675,137367003.4797355,140930106.971562
0.1912,108794493.11727633,110584444.13920051,112485434.30640535,114508126.78905225,116664595.22954614,118968564.93135974,121435705.29194203
0.2112,97545234.33861625,98883627.32829547,100295883.06574951,101788289.52610105,103367869.26100583,105042489.894521,106820995.18272074
0.2312,88470028.59775183,89494777.97789818,90570459.23578542,91700966.24585854,92890600.19160494,94144124.25259013,95466827.34563853
